Order Number,Date of Order,,,Lineitem name,Accepts Marketing,Cancelled at,Currency,Discount Amount,Discount Code,Financial Status,Fulfilled at,Fulfillment Status,Lineitem discount,Lineitem fulfillment status,Lineitem price,Order Quantity,Lineitem quantity,Lineitem requires shipping,Lineitem taxable,Outstanding Balance,Paid at,Payment Method,Payment Reference,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Taxes,Total,Vendor
,,,,Oversized Quilted Sweater Dress-Emerald - One Size,0,0,0,0,0,0,0,0,0,pending,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Tulle Overlay Top - M,0,0,0,0,0,0,0,0,0,pending,18,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,White Oversized Maxi Dress - M / White,no,2017-12-04 11:05:31 +0300,USD,0,0,voided,0,unfulfilled,0,pending,30,,1,1,0,150,0,custom,0,0,Low,3,LB,Local Shipping,web,147,0,150,Rush & Reez
,,,,White Ruffle Dress - M / White,0,0,0,0,0,0,0,0,0,pending,29,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
R-S-1061,30/11/2017,11:43:34,300,Black Jersey With Shirt Detail - S,0,0,0,0,0,0,0,0,0,pending,25,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Hi-Lo White Top - M,no,2017-12-05 14:20:38 +0300,USD,0,0,voided,0,unfulfilled,0,pending,25,,1,1,0,53,0,custom,0,0,Low,3,LB,Local Shipping,web,50,0,53,Rush & Reez
R-S-1062,30/11/2017,14:08:38,300,Diana Sweat Pants - M / Pink,no,2017-12-05 15:28:26 +0300,USD,0,0,voided,0,unfulfilled,0,pending,25,4,1,1,0,103,0,custom,0,0,Low,3,LB,Local Shipping,web,100,0,103,Rush & Reez
,,,,Mia Black Sweater Dress - M / Black,0,0,0,0,0,0,0,0,0,pending,20,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Mia White Sweater Dress - M / White,0,0,0,0,0,0,0,0,0,pending,20,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Silk Jersey Dress - M / Black,0,0,0,0,0,0,0,0,0,pending,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
R-S-1063,30/11/2017,17:18:43,300,Oversized Quilted Sweater Dress-Emerald - One Size,no,2017-12-05 14:19:12 +0300,USD,0,0,voided,0,unfulfilled,0,pending,40,3,1,1,0,143,0,custom,0,0,Low,3,LB,Local Shipping,web,140,0,143,Rush & Reez
,,,,Sally Skirt - Multi / M,0,0,0,0,0,0,0,0,0,pending,70,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,White Midi Crepe Top - White / S,0,0,0,0,0,0,0,0,0,pending,30,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
R-S-1064,30/11/2017,20:40:44,300,Black Ribbon Dress - M / Black,no,2017-12-14 15:06:48 +0300,USD,0,0,voided,0,unfulfilled,0,pending,35,1,1,1,0,38,0,custom,0,0,Low,3,LB,Local Shipping,web,35,0,38,Rush & Reez
R-S-1065,01/12/2017,0:16:06,300,Basic Black Skirt - Black / M,0,0,0,0,0,0,0,0,0,pending,20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Black Cross Shirt - M,no,2017-12-05 14:18:37 +0300,USD,0,0,voided,0,unfulfilled,0,pending,30,,1,1,0,53,0,custom,0,0,Low,3,LB,Local Shipping,web,50,0,53,Rush & Reez
R-S-1066,01/12/2017,0:34:10,300,Pink Milly Top - Pink / L,0,0,0,0,0,0,0,0,0,pending,35,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,White Milly Top - White / M,no,2017-12-03 18:27:18 +0300,USD,0,0,voided,0,unfulfilled,0,pending,35,,1,1,0,73,0,custom,0,0,Low,3,LB,Local Shipping,web,70,0,73,Rush & Reez
R-S-1067,01/12/2017,0:34:18,300,Oversized Jumper Dress - M / White,no,2017-12-14 14:50:35 +0300,USD,0,0,voided,0,unfulfilled,0,pending,18,2,1,1,1,61,0,custom,0,0,Low,3,LB,Local Shipping,web,58,0,61,Rush & Reez
,,,,Quilted Sweater Dress with Silk Detail - Black / M,0,0,0,0,0,0,0,0,0,pending,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
R-S-1068,02/12/2017,1:54:04,300,Mia White Sweater Dress - M / White,no,2017-12-15 13:10:42 +0300,USD,0,0,voided,0,unfulfilled,0,pending,20,1,1,1,0,23,0,custom,0,0,Low,3,LB,Local Shipping,web,20,0,23,Rush & Reez
R-S-1069,02/12/2017,13:38:21,300,Black Quilted Draped Vest - Black / One Size,no,2017-12-14 14:51:52 +0300,USD,0,0,voided,0,unfulfilled,0,pending,30,2,1,1,0,183,0,custom,0,0,Low,3,LB,Local Shipping,web,180,0,183,Rush & Reez
,,,,Blue Shiny Kaftan - OS,0,0,0,0,0,0,0,0,0,pending,150,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
R-S-1070,02/12/2017,19:48:41,300,Basic Pink Midi Top - Pink / S,no,2017-12-14 14:52:10 +0300,USD,0,0,voided,0,unfulfilled,0,pending,15,3,1,1,0,63,0,custom,0,0,Low,3,LB,Local Shipping,web,60,0,63,Rush & Reez
,,,,Basic White Shirtdress - S / White / Short,0,0,0,0,0,0,0,0,0,pending,20,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Diana Sweat Pants - S / Pink,0,0,0,0,0,0,0,0,0,pending,25,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
R-S-1071,02/12/2017,22:09:56,300,Mia Sweatsuit - M / Navy,no,2017-12-05 14:56:17 +0300,USD,0,0,voided,0,unfulfilled,0,pending,40,1,1,1,0,43,0,custom,0,0,Low,3,LB,Local Shipping,web,40,0,43,Rush & Reez
R-S-1072,03/12/2017,22:52:28,300,Pink Bomber Ensemble - L,no,2017-12-14 15:06:35 +0300,USD,0,0,voided,0,unfulfilled,0,pending,120,1,1,1,0,123,0,custom,0,0,Low,3,LB,Local Shipping,web,120,0,123,Rush & Reez
R-S-1073,04/12/2017,10:41:08,300,Mia Black Sweater Dress - M / Black,no,2017-12-15 13:19:22 +0300,USD,0,0,voided,0,unfulfilled,0,pending,20,1,1,1,0,23,0,custom,0,0,Low,3,LB,Local Shipping,web,20,0,23,Rush & Reez
R-S-1074,04/12/2017,15:54:02,300,Joe Military Shirt Dress - Military / M,no,2017-12-05 14:55:18 +0300,USD,0,0,voided,0,unfulfilled,0,pending,25,1,1,1,0,28,0,custom,0,0,Low,3,LB,Local Shipping,web,25,0,28,Rush & Reez
R-S-1075,04/12/2017,21:58:44,300,Mia Black Sweater Dress - L / Black,0,0,0,0,0,0,0,0,0,pending,20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Mia White Sweater Dress - L / White,no,2017-12-05 23:23:16 +0300,USD,0,0,voided,0,unfulfilled,0,pending,20,,1,1,0,43,0,custom,0,0,Low,3,LB,Local Shipping,web,40,0,43,Rush & Reez
R-S-1076,05/12/2017,15:32:08,300,Black Slim Sweat Pants - L,no,2017-12-05 15:32:33 +0300,USD,0,0,voided,0,unfulfilled,0,pending,15,1,1,1,0,18,0,custom,0,0,Low,3,LB,Local Shipping,web,15,0,18,Rush & Reez
R-S-1077,05/12/2017,20:52:42,300,Dust Pink Phantom Co-ord - S,no,2018-05-07 17:01:54 +0300,USD,0,0,voided,0,unfulfilled,0,pending,80,1,1,1,0,83,0,custom,0,0,Low,3,LB,Local Shipping,web,80,0,83,RUSH & REEZ
R-S-1078,05/12/2017,21:00:12,300,Pink Bomber Ensemble - L,no,0,USD,0,0,paid,2017-12-08 10:39:36 +0300,fulfilled,0,fulfilled,120,1,1,1,0,0,2017-12-05 21:00:13 +0300,2Checkout,c414125457436.1,0,Low,30,AZ,Aramex International Shipping,web,120,0,150,Rush & Reez
R-S-1079,05/12/2017,21:31:38,300,Black & White Ribbon Dress - M / Black,no,2017-12-15 13:10:35 +0300,USD,0,0,voided,0,unfulfilled,0,pending,35,1,1,1,0,38,0,custom,0,0,Low,3,LB,Local Shipping,web,35,0,38,Rush & Reez
R-S-1080,05/12/2017,22:29:07,300,Blue Flare Shirtdress - M,0,0,0,0,0,0,0,0,0,pending,70,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Dust Pink Phantom Co-ord - L,no,2017-12-11 13:21:06 +0300,USD,0,0,voided,0,unfulfilled,0,pending,80,,1,1,0,153,0,custom,0,0,Low,3,LB,Local Shipping,web,150,0,153,RUSH & REEZ
R-S-1081,05/12/2017,22:30:24,300,Dust Pink Phantom Co-ord - L,no,2017-12-15 13:43:47 +0300,USD,0,0,voided,0,unfulfilled,0,pending,80,1,1,1,0,83,0,custom,0,0,Low,3,LB,Local Shipping,web,80,0,83,RUSH & REEZ
R-S-1082,05/12/2017,22:57:34,300,Oxblood Co-ord Set - L,no,2017-12-11 13:23:40 +0300,USD,0,0,voided,0,unfulfilled,0,pending,100,1,1,1,0,103,0,custom,0,0,Low,3,LB,Local Shipping,web,100,0,103,RUSH & REEZ
R-S-1083,05/12/2017,23:23:15,300,Emerald Quilted Draped Vest - Emerald / One Size,no,2017-12-15 13:43:17 +0300,USD,0,0,voided,0,unfulfilled,0,pending,30,1,1,1,0,33,0,custom,0,0,Low,3,LB,Local Shipping,web,30,0,33,Rush & Reez
R-S-1084,05/12/2017,23:24:46,300,Mia Black Sweater Dress - L / Black,no,2017-12-15 13:10:23 +0300,USD,0,0,voided,0,unfulfilled,0,pending,20,1,1,1,0,23,0,custom,0,0,Low,3,LB,Local Shipping,web,20,0,23,Rush & Reez
R-S-1085,06/12/2017,0:19:40,300,Pink Velour Sleeve Sweat Dress - OS,no,2017-12-15 13:40:20 +0300,USD,0,0,voided,0,unfulfilled,0,pending,55,1,1,1,1,58,0,custom,0,0,Low,3,LB,Local Shipping,web,55,0,58,Rush & Reez
R-S-1086,06/12/2017,17:21:49,300,Oversized Jumper Dress - M / White,no,2018-01-30 04:18:49 +0300,USD,0,0,voided,0,unfulfilled,0,pending,18,2,1,1,1,51,0,custom,0,0,Low,3,LB,Local Shipping,web,48,0,51,Rush & Reez
,,,,White Phantom Dress - White / One Size,0,0,0,0,0,0,0,0,0,pending,30,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
R-S-1087,06/12/2017,17:24:19,300,Dust Pink Phantom Co-ord - S,no,2018-01-30 04:18:24 +0300,USD,0,0,voided,0,unfulfilled,0,pending,80,1,1,1,0,83,0,custom,0,0,Low,3,LB,Local Shipping,web,80,0,83,RUSH & REEZ
R-S-1088,07/12/2017,12:47:26,300,Pastel Blue Velour Pants - M,0,0,0,0,0,0,0,0,0,pending,65,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Velour Bomber Jacket - M,no,2017-12-11 13:29:25 +0300,USD,0,0,voided,0,unfulfilled,0,pending,65,,1,1,0,133,0,custom,0,0,Low,3,LB,Local Shipping,web,130,0,133,RUSH & REEZ
R-S-1089,07/12/2017,14:41:02,300,White Midi Crepe Top - White / S,no,2017-12-11 13:27:36 +0300,USD,0,0,voided,0,unfulfilled,0,pending,30,1,1,1,0,33,0,custom,0,0,Low,3,LB,Local Shipping,web,30,0,33,Rush & Reez
R-S-1090,09/12/2017,15:46:26,300,Hi-Lo Top - White / L,no,2017-12-15 13:39:52 +0300,USD,0,0,voided,0,unfulfilled,0,pending,15,2,1,1,0,43,0,custom,0,0,Low,3,LB,Local Shipping,web,40,0,43,Rush & Reez
,,,,Wide Pants - Military / M,0,0,0,0,0,0,0,0,0,pending,25,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
R-S-1091,10/12/2017,16:42:28,300,Basic White Shirtdress - S / White / Short,0,0,0,0,0,0,0,0,0,pending,20,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Black & White Ribbon Dress - S / Black,0,0,0,0,0,0,0,0,0,pending,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Blue Checked Longline Jacket - M,0,0,0,0,0,0,0,0,0,pending,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Emerald Quilted Draped Vest - Emerald / One Size,0,0,0,0,0,0,0,0,0,pending,30,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Red Milly Top - Red / S,0,0,0,0,0,0,0,0,0,pending,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Striped Navy Shirtdress - M / Blue,no,2017-12-15 13:39:46 +0300,USD,0,0,voided,0,unfulfilled,0,pending,20,,1,1,0,218,0,custom,0,0,Low,3,LB,Local Shipping,web,215,0,218,Rush & Reez
,,,,White Milly Top - White / M,0,0,0,0,0,0,0,0,0,pending,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
R-S-1092,11/12/2017,13:25:14,300,Dust Pink Phantom Co-ord - M,0,0,0,0,0,0,0,0,0,pending,80,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oxblood Co-ord Set - L,no,2017-12-11 13:25:48 +0300,USD,0,0,voided,0,unfulfilled,0,pending,100,,1,1,0,183,0,custom,0,0,Low,3,LB,Local Shipping,web,180,0,183,RUSH & REEZ
R-S-1093,11/12/2017,13:39:45,300,Diana Sweat Pants - M / Pink,no,2017-12-15 13:26:51 +0300,USD,0,0,voided,0,unfulfilled,0,pending,25,2,1,1,0,63,0,custom,0,0,Low,3,LB,Local Shipping,web,60,0,63,Rush & Reez
,,,,Oversized Diana Sweater Dress - M / White,0,0,0,0,0,0,0,0,0,pending,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
R-S-1094,11/12/2017,16:14:05,300,Black Ruffle Dress - M / Black,0,0,0,0,0,0,0,0,0,pending,29,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,White Ruffle Dress - S / White,no,2017-12-15 14:36:55 +0300,USD,0,0,voided,0,unfulfilled,0,pending,29,,1,1,1,61,0,custom,0,0,Low,3,LB,Local Shipping,web,58,0,61,Rush & Reez
R-S-1095,11/12/2017,17:15:05,300,Black Ruffle Dress - S / Black,no,2017-12-15 14:37:17 +0300,USD,0,0,voided,0,unfulfilled,0,pending,29,1,1,1,0,32,0,custom,0,0,Low,3,LB,Local Shipping,web,29,0,32,Rush & Reez
R-S-1096,11/12/2017,17:17:22,300,Burgundy Knitted Jumper Dress,no,2017-12-15 13:25:59 +0300,USD,0,0,voided,0,unfulfilled,0,pending,55,3,1,1,0,208,0,custom,0,0,Low,3,LB,Local Shipping,web,205,0,208,Rush & Reez
,,,,Grey Maxi Knitted Dress,0,0,0,0,0,0,0,0,0,pending,80,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Relaxed Beige Woolen Jacket,0,0,0,0,0,0,0,0,0,pending,70,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-1097,11/12/2017,17:21:34,300,White Milly Top - White / S,no,2017-12-14 14:46:02 +0300,USD,0,0,voided,0,unfulfilled,0,pending,35,1,1,1,0,38,0,custom,0,0,Low,3,LB,Local Shipping,web,35,0,38,Rush & Reez
R-S-1098,11/12/2017,17:22:29,300,Dust Pink Phantom Co-ord - L,no,2017-12-15 13:25:44 +0300,USD,0,0,voided,0,unfulfilled,0,pending,80,1,1,1,0,83,0,custom,0,0,Low,3,LB,Local Shipping,web,80,0,83,RUSH & REEZ
R-S-1099,13/12/2017,11:34:56,300,Checked Suit - L,no,2017-12-15 13:25:32 +0300,USD,0,0,voided,0,unfulfilled,0,pending,200,1,1,1,0,203,0,custom,0,0,Low,3,LB,Local Shipping,web,200,0,203,RUSH & REEZ
R-S-1100,13/12/2017,12:24:37,300,Basic Long Blue Shirtdress - L / Blue,0,0,0,0,0,0,0,0,0,pending,20,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Oversized Cotton Jersey Dress,no,2017-12-15 13:25:22 +0300,USD,0,0,voided,0,unfulfilled,0,pending,70,,1,1,0,93,0,custom,0,0,Low,3,LB,Local Shipping,web,90,0,93,RUSH & REEZ
R-S-1101,13/12/2017,13:58:35,300,Black Slim Sweat Pants - M,0,0,0,0,0,0,0,0,0,pending,15,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Blue Sleeveles Shirtdress - M,0,0,0,0,0,0,0,0,0,pending,20,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Burgundy Phantom Top,0,0,0,0,0,0,0,0,0,pending,30,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Relaxed Beige Woolen Jacket,0,0,0,0,0,0,0,0,0,pending,70,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Rosue Gown - M,no,2018-05-07 16:33:45 +0300,USD,0,0,voided,0,unfulfilled,0,pending,400,,1,1,0,538,0,custom,0,0,Low,3,LB,Local Shipping,web,535,0,538,Rush & Reez
R-S-1102,13/12/2017,14:08:18,300,Grey Maxi Knitted Dress,no,2018-01-30 04:16:06 +0300,USD,0,0,voided,0,unfulfilled,0,pending,80,1,1,1,0,83,0,custom,0,0,Low,3,LB,Local Shipping,web,80,0,83,RUSH & REEZ
R-S-1103,13/12/2017,21:04:27,300,Blue Velour Sleeve Sweat Dress - OS,0,0,0,0,0,0,0,0,0,pending,55,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Emerald Bell Sleeve Coat - L,0,0,0,0,0,0,0,0,0,pending,90,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Quilted Puff Sleeve Sweatdress,no,2017-12-15 12:11:39 +0300,USD,0,0,paid,0,unfulfilled,0,pending,60,,1,1,0,0,2017-12-13 21:04:27 +0300,2Checkout,c439880581148.1,0,Low,45,TR,Aramex International Shipping,web,205,0,250,RUSH & REEZ
R-S-1104,15/12/2017,13:09:36,300,Belted Blue Shirtdress - M / Blue,0,0,0,0,0,0,0,0,0,pending,25,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Regal Blue Velour Pants - L,0,0,0,0,0,0,0,0,0,pending,65,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Regal Blue Velour Robe Dress - L,0,0,0,0,0,0,0,0,0,pending,100,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,White Sweatdress with Pink Pearls - M,no,2017-12-15 13:24:08 +0300,USD,0,0,voided,0,unfulfilled,0,pending,60,,1,1,0,253,0,custom,0,0,Low,3,LB,Local Shipping,web,250,0,253,RUSH & REEZ
R-S-1105,15/12/2017,13:17:01,300,Basic Long Blue Shirtdress - M / Blue,0,0,0,0,0,0,0,0,0,pending,20,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Belted Blue Shirtdress - M / Blue,0,0,0,0,0,0,0,0,0,pending,25,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Black Slim Sweat Pants - L,0,0,0,0,0,0,0,0,0,pending,15,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Black Sweat Pants - M,0,0,0,0,0,0,0,0,0,pending,15,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Blue Grosgrain Longline Jacket - S,0,0,0,0,0,0,0,0,0,pending,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Oversized Diana Sweater Dress - S / White,0,0,0,0,0,0,0,0,0,pending,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Striped Navy Shirtdress - M / Blue,no,2017-12-15 13:23:59 +0300,USD,0,0,voided,0,unfulfilled,0,pending,20,,1,1,0,173,0,custom,0,0,Low,3,LB,Local Shipping,web,170,0,173,Rush & Reez
R-S-1106,15/12/2017,13:30:09,300,Diana Sweat Pants - L / Pink,0,0,0,0,0,0,0,0,0,pending,25,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Oversized Diana Sweater Dress - S / White,no,2017-12-15 13:31:23 +0300,USD,0,0,voided,0,unfulfilled,0,pending,35,,1,1,0,63,0,custom,0,0,Low,3,LB,Local Shipping,web,60,0,63,Rush & Reez
R-S-1107,15/12/2017,14:03:37,300,Black Hi-Lo Top - M,no,2018-01-30 04:17:10 +0300,USD,0,0,voided,0,unfulfilled,0,pending,45,1,1,1,1,48,0,custom,0,0,Low,3,LB,Local Shipping,web,45,0,48,Rush & Reez
R-S-1108,15/12/2017,14:38:41,300,Black Ruffle Dress - S / Black,0,0,0,0,0,0,0,0,0,pending,29,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,White Ruffle Dress - S / White,no,2017-12-15 14:39:16 +0300,USD,0,0,voided,0,unfulfilled,0,pending,29,,1,1,1,61,0,custom,0,0,Low,3,LB,Local Shipping,web,58,0,61,Rush & Reez
R-S-1109,15/12/2017,14:50:24,300,Black Slim Sweat Pants - L,no,2017-12-15 14:51:01 +0300,USD,0,0,voided,0,unfulfilled,0,pending,15,1,1,1,0,18,0,custom,0,0,Low,3,LB,Local Shipping,web,15,0,18,Rush & Reez
R-S-1110,16/12/2017,2:13:21,300,Oversized Quilted Sweatdress - One Size / Black,no,2018-01-30 04:12:02 +0300,USD,0,0,voided,0,unfulfilled,0,pending,40,1,1,1,0,43,0,custom,0,0,Low,3,LB,Local Shipping,web,40,0,43,Rush & Reez
R-S-1111,16/12/2017,11:56:43,300,Black & White Ribbon Dress - S / Black,0,0,0,0,0,0,0,0,0,fulfilled,35,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Black Shirtdress With White Tulle Sleeves - M,0,0,0,0,0,0,0,0,0,fulfilled,70,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Pink Velour Sleeve Sweat Dress - OS,0,0,0,0,0,0,0,0,0,fulfilled,55,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Rhona Red Cape Dress - Red / M,0,0,0,0,0,0,0,0,0,fulfilled,80,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Striped Blue Shirtdress - M / Blue,no,0,USD,0,0,pending,2019-06-16 02:11:23 +0300,fulfilled,0,fulfilled,25,,1,1,0,297,0,custom,0,0,Low,3,LB,Local Shipping,web,294,0,297,Rush & Reez
,,,,White Ruffle Dress - S / White,0,0,0,0,0,0,0,0,0,fulfilled,29,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
R-S-1112,16/12/2017,11:59:21,300,Cape Jacket - M / White,no,0,USD,0,0,paid,2019-06-16 02:11:31 +0300,fulfilled,0,fulfilled,70,1,1,1,0,0,2019-06-16 02:12:19 +0300,custom,c448807501852.2,0,Low,3,LB,Local Shipping,web,70,0,73,Rush & Reez
R-S-1113,16/12/2017,14:57:22,300,Oxblood Co-ord Set - S,no,2018-01-30 04:05:48 +0300,USD,0,0,voided,0,unfulfilled,0,pending,100,1,1,1,0,103,0,custom,0,0,Low,3,LB,Local Shipping,web,100,0,103,RUSH & REEZ
R-S-1114,16/12/2017,21:20:18,300,Maxi Checked Vest,no,0,USD,0,0,paid,2019-06-16 02:11:38 +0300,fulfilled,0,fulfilled,120,2,1,1,0,0,2019-06-16 02:11:48 +0300,custom,c449058930716.2,0,Low,3,LB,Local Shipping,web,230,0,233,RUSH & REEZ
,,,,White Maxi Shirt Dress - M,0,0,0,0,0,0,0,0,0,fulfilled,110,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-1115,16/12/2017,23:10:21,300,Black Sweat Pants - XL,0,0,0,0,0,0,0,0,0,pending,15,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Maxi Oversized Cotton Jersey Dress,0,0,0,0,0,0,0,0,0,pending,70,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Jumper Dress - XL / Pink,no,2017-12-20 23:10:06 +0300,USD,0,0,voided,0,unfulfilled,0,pending,18,,1,1,1,106,0,custom,0,0,Low,3,LB,Local Shipping,web,103,0,106,Rush & Reez
R-S-1116,16/12/2017,23:50:57,300,Hi-Lo Top - White / L,no,2017-12-20 23:09:38 +0300,USD,0,0,voided,0,unfulfilled,0,pending,15,1,1,1,0,18,0,custom,0,0,Low,3,LB,Local Shipping,web,15,0,18,Rush & Reez
R-S-1117,18/12/2017,13:32:13,300,Regal Blue Velour Pants - L,0,0,0,0,0,0,0,0,0,pending,65,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Regal Blue Velour Robe Dress - L,0,0,0,0,0,0,0,0,0,pending,100,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,White Sweatdress with Pink Pearls - L,no,2017-12-20 23:08:29 +0300,USD,0,0,paid,0,unfulfilled,0,pending,60,,1,1,0,0,2017-12-18 13:32:13 +0300,2Checkout,c454701023260.1,0,Low,3,LB,Local Shipping,web,225,0,228,RUSH & REEZ
R-S-1118,19/12/2017,14:37:27,300,White Crop Top - White / M,no,2018-01-30 03:59:35 +0300,USD,0,0,voided,0,unfulfilled,0,pending,15,1,1,1,0,18,0,custom,0,0,Low,3,LB,Local Shipping,web,15,0,18,Rush & Reez
R-S-1120,20/12/2017,19:13:19,300,Phantom Dress - Black / One Size / Long,no,2017-12-20 23:05:15 +0300,USD,0,0,voided,0,unfulfilled,0,pending,30,1,1,1,0,33,0,custom,0,0,Low,3,LB,Local Shipping,web,30,0,33,Rush & Reez
R-S-1121,22/12/2017,19:42:24,300,Striped Navy Shirtdress - L / Blue,no,0,USD,0,0,paid,2019-06-16 02:11:51 +0300,fulfilled,0,fulfilled,20,1,1,1,0,0,2019-06-16 02:12:10 +0300,custom,c466869256220.2,0,Low,3,LB,Local Shipping,web,20,0,23,Rush & Reez
R-S-1122,22/12/2017,22:42:10,300,Black Basic Cotton Sweat Top - Black / M,0,0,0,0,0,0,0,0,0,pending,35,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Black Slim Sweat Pants - M,0,0,0,0,0,0,0,0,0,pending,15,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Grey Sweat Pants - XL,0,0,0,0,0,0,0,0,0,pending,15,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Mia Black Sweater Dress - L / Black,0,0,0,0,0,0,0,0,0,pending,20,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
